emp_no,first_name,last_name,title,from_date,to_date
472790,Zhenbing,Ibel,Senior Engineer,10/29/1985,1/1/9999
473299,Khaled,Penn,Staff,5/19/1992,1/1/9999
472950,Weidon,Fordan,Senior Engineer,3/27/1986,1/1/9999
473299,Khaled,Penn,Senior Staff,5/19/1992,1/1/9999
473940,Avishai,Majewski,Engineer,1/10/1998,1/1/9999
473268,Hugo,Sgarro,Senior Staff,4/24/1992,1/1/9999
473490,Pantung,Reeker,Staff,5/11/1992,1/1/9999
473490,Pantung,Reeker,Senior Staff,5/11/1992,1/1/9999
473824,Shin,Puoti,Staff,12/20/1996,5/9/1999
474162,Ung,Taubenfeld,Engineer,10/14/1999,6/30/2001
474257,Sungwon,Kornyak,Staff,4/4/1991,10/23/1994
474763,Mayuko,Clouatre,Engineer,9/4/1997,1/1/9999
474331,Sugwoo,Eugenio,Senior Staff,3/2/1994,1/1/9999
474331,Sugwoo,Eugenio,Senior Staff,10/6/1991,3/2/1994
474372,Monique,Cyre,Staff,2/13/1986,10/11/1994
474372,Monique,Cyre,Senior Staff,2/13/1986,10/11/1994
474918,Rasikan,Khalil,Engineer,2/10/1985,3/11/1985
474796,Zongyan,Shackel,Technique Leader,11/9/1986,8/17/1987
474796,Zongyan,Shackel,Technique Leader,8/17/1987,1/1/9999
475258,Fumiyo,Feinberg,Staff,2/12/2000,1/1/9999
475087,Genevieve,Snedden,Senior Engineer,10/21/1988,1/1/9999
475258,Fumiyo,Feinberg,Senior Staff,2/12/2000,1/1/9999
475258,Fumiyo,Feinberg,Staff,11/22/1987,2/12/2000
475258,Fumiyo,Feinberg,Senior Staff,11/22/1987,2/12/2000
475938,Shigeaki,Lanteri,Senior Engineer,2/17/1989,1/1/9999
475538,Christophe,Leaver,Staff,10/31/1998,1/1/9999
475938,Shigeaki,Lanteri,Engineer,2/17/1989,1/1/9999
475965,Rimon,Pietracaprina,Senior Engineer,7/10/1985,1/1/9999
475965,Rimon,Pietracaprina,Engineer,7/10/1985,1/1/9999
476122,Khun,Spieker,Engineer,5/7/1995,1/1/9999
476055,Girolamo,Schlumberger,Staff,3/7/1993,1/1/9999
476055,Girolamo,Schlumberger,Senior Staff,3/7/1993,1/1/9999
476488,Yuping,Kuhnemann,Technique Leader,12/13/1986,7/7/1994
476327,Reinhold,Binkley,Senior Engineer,5/29/1995,1/1/9999
476327,Reinhold,Binkley,Engineer,5/29/1995,1/1/9999
476361,Doohun,Preusig,Technique Leader,4/13/1985,4/28/1993
476361,Doohun,Preusig,Technique Leader,4/28/1993,1/1/9999
477350,Terresa,Vigier,Staff,7/8/1998,1/1/9999
477352,Nikolaos,Lorch,Engineer,4/17/1999,3/7/2002
477578,Marit,Paludetto,Senior Engineer,9/30/1990,1/1/9999
477578,Marit,Paludetto,Engineer,9/30/1990,1/1/9999
478170,Doowon,Schoegge,Engineer,4/13/1995,1/1/9999
477969,Bluma,Mundy,Senior Engineer,10/18/1991,1/1/9999
477969,Bluma,Mundy,Engineer,10/18/1991,1/1/9999
478007,Fumino,Narahara,Senior Engineer,9/21/1991,1/1/9999
478007,Fumino,Narahara,Engineer,9/21/1991,1/1/9999
478170,Doowon,Schoegge,Assistant Engineer,4/13/1995,1/1/9999
478170,Doowon,Schoegge,Engineer,5/29/1994,4/13/1995
478170,Doowon,Schoegge,Assistant Engineer,5/29/1994,4/13/1995
478218,Djenana,Erol,Engineer,1/31/1999,12/3/1999
478218,Djenana,Erol,Engineer,12/3/1999,1/1/9999
478439,Yuichiro,Bale,Technique Leader,11/4/1997,1/1/9999
478768,Arun,Katzenelson,Senior Engineer,10/28/1991,1/1/9999
478768,Arun,Katzenelson,Engineer,10/28/1991,1/1/9999
478799,Shaw,Borovoy,Senior Staff,5/11/1991,1/1/9999
479024,Ewing,Kalorkoti,Engineer,12/21/1996,1/1/9999
478833,Pradeep,Valiente,Senior Engineer,9/19/1992,1/1/9999
478833,Pradeep,Valiente,Engineer,9/19/1992,1/1/9999
478858,Hidekazu,Perna,Staff,11/8/1999,1/1/9999
479601,Kayoko,Bahi,Staff,2/19/1997,1/1/9999
479407,Randi,Tomescu,Senior Engineer,11/25/1986,1/1/9999
479407,Randi,Tomescu,Engineer,11/25/1986,1/1/9999
479407,Randi,Tomescu,Assistant Engineer,11/25/1986,1/1/9999
480035,Sukumar,Georg,Staff,8/26/1990,1/1/9999
479695,Masamitsu,Murrill,Staff,6/23/1999,1/1/9999
479695,Masamitsu,Murrill,Senior Staff,6/23/1999,1/1/9999
479695,Masamitsu,Murrill,Staff,6/27/1996,6/23/1999
479695,Masamitsu,Murrill,Senior Staff,6/27/1996,6/23/1999
480035,Sukumar,Georg,Senior Staff,8/26/1990,1/1/9999
480035,Sukumar,Georg,Staff,3/27/1990,8/26/1990
480035,Sukumar,Georg,Senior Staff,3/27/1990,8/26/1990
480066,Suebskul,Menhardt,Senior Engineer,7/26/1994,1/1/9999
480178,Uinam,Rahier,Staff,2/10/1991,1/1/9999
480178,Uinam,Rahier,Senior Staff,2/10/1991,1/1/9999
480066,Suebskul,Menhardt,Engineer,7/26/1994,1/1/9999
480407,Deniz,Bennis,Senior Engineer,6/24/1989,1/1/9999
480268,Gaurav,Cheshire,Technique Leader,3/30/1989,1/1/9999
480407,Deniz,Bennis,Engineer,6/24/1989,1/1/9999
481050,Weiru,Burnard,Staff,10/15/1990,1/1/9999
480571,Anoosh,Wielonsky,Engineer,8/4/1994,8/1/1996
481050,Weiru,Burnard,Senior Staff,10/15/1990,1/1/9999
481397,Luisa,Chelton,Assistant Engineer,8/13/1998,1/1/9999
481148,Gina,Decaestecker,Engineer,6/20/1986,5/25/1989
481213,Shigehiro,Haldar,Staff,12/14/1991,1/1/9999
481213,Shigehiro,Haldar,Senior Staff,12/14/1991,1/1/9999
481399,Amabile,Crelier,Staff,1/14/1999,4/7/2000
481399,Amabile,Crelier,Staff,6/16/1998,1/14/1999
481467,Margareta,Polajnar,Staff,2/24/1989,7/1/1996
481807,Taegyun,Vieri,Senior Engineer,6/17/1988,3/3/1989
482278,Sven,Hinsberger,Senior Engineer,9/11/1989,7/24/1992
481764,Teiji,Marrakchi,Senior Engineer,8/26/1986,1/1/9999
481790,Haldun,Erie,Senior Engineer,9/12/1996,1/1/1999
481790,Haldun,Erie,Senior Engineer,1/1/1999,1/1/9999
482278,Sven,Hinsberger,Senior Engineer,7/24/1992,7/26/1994
482335,Kwangyoen,Peck,Engineer,1/16/1994,1/1/9999
482354,Jayson,Zockler,Staff,11/6/1999,1/1/9999
482755,Jouni,Conia,Staff,10/31/1994,1/1/9999
482755,Jouni,Conia,Senior Staff,10/31/1994,1/1/9999
482756,Shaowei,Back,Senior Staff,7/30/1996,12/21/1998
482944,Duke,Journel,Staff,10/26/1991,1/1/9999
482944,Duke,Journel,Senior Staff,10/26/1991,1/1/9999
483401,Rosita,Pokrovskii,Senior Staff,8/3/1996,1/1/9999
482885,Shaunak,Brizzi,Senior Engineer,9/2/1988,1/1/9999
482885,Shaunak,Brizzi,Engineer,9/2/1988,1/1/9999
482885,Shaunak,Brizzi,Assistant Engineer,9/2/1988,1/1/9999
482905,Aral,Hebden,Senior Staff,9/10/1991,1/1/9999
483213,Phillip,Munch,Technique Leader,9/2/1991,4/1/1998
483825,Marek,Mitchem,Senior Engineer,11/20/1992,1/1/9999
483675,Hausi,Kamber,Senior Engineer,2/16/1988,1/1/9999
483675,Hausi,Kamber,Engineer,2/16/1988,1/1/9999
483838,Sham,Kavanagh,Assistant Engineer,12/18/1997,1/1/9999
484126,Manton,Lueh,Senior Staff,4/7/1989,1/1/9999
483978,Dung,Tanemo,Staff,1/28/1990,1/1/9999
483978,Dung,Tanemo,Senior Staff,1/28/1990,1/1/9999
484142,Perry,Cooman,Staff,4/23/1987,1/1/9999
484142,Perry,Cooman,Senior Staff,4/23/1987,1/1/9999
484498,Herbert,Hammerschmidt,Senior Engineer,8/22/1996,1/1/9999
484498,Herbert,Hammerschmidt,Engineer,8/22/1996,1/1/9999
484756,Phule,Ruemmler,Senior Engineer,8/9/1990,1/1/9999
484756,Phule,Ruemmler,Engineer,8/9/1990,1/1/9999
485253,Gladys,Parhami,Senior Staff,7/20/1996,1/1/9999
485577,Rafael,Menhoudj,Senior Engineer,4/27/1997,1/1/9999
485579,Munehiro,Iwayama,Senior Engineer,12/16/1986,1/1/9999
485579,Munehiro,Iwayama,Engineer,12/16/1986,1/1/9999
486808,Geoffrey,Siochi,Senior Engineer,12/27/1998,1/1/9999
485489,Keiichiro,Armand,Senior Engineer,12/14/1986,1/1/9999
485489,Keiichiro,Armand,Engineer,12/14/1986,1/1/9999
485489,Keiichiro,Armand,Assistant Engineer,12/14/1986,1/1/9999
485799,Yoshimitsu,Litvinov,Senior Staff,11/22/1997,1/1/9999
485817,Mahmut,Bolotov,Engineer,2/21/1997,1/1/9999
485817,Mahmut,Bolotov,Engineer,1/10/1995,2/21/1997
486068,Yefim,Bernardeschi,Staff,6/26/1996,1/1/9999
486068,Yefim,Bernardeschi,Senior Staff,6/26/1996,1/1/9999
486918,Yagil,Remmers,Senior Staff,11/1/1994,1/1/9999
486955,Jaber,Feldmann,Engineer,5/23/1997,8/5/1998
486956,Matt,Ruemmler,Engineer,10/14/1993,1/1/9999
486958,Tonny,Kropf,Senior Engineer,7/30/1986,1/1/9999
486958,Tonny,Kropf,Engineer,7/30/1986,1/1/9999
487008,Zhigen,Raney,Senior Staff,5/26/1993,1/1/9999
487505,Uno,Jayawardene,Staff,11/2/1987,1/1/9999
487505,Uno,Jayawardene,Senior Staff,11/2/1987,1/1/9999
487856,Jaewon,Mansanne,Engineer,5/22/1999,4/29/2000
488095,Francoise,Hegner,Senior Staff,12/23/1997,1/1/9999
487988,Ekawit,Schaft,Staff,5/20/1990,1/1/9999
487988,Ekawit,Schaft,Senior Staff,5/20/1990,1/1/9999
488115,Leah,Luke,Assistant Engineer,8/23/1995,9/27/1995
488142,Denis,Narlikar,Staff,7/1/1991,1/1/9999
488142,Denis,Narlikar,Senior Staff,7/1/1991,1/1/9999
488482,Kensyu,Tsunoo,Engineer,12/5/1999,1/1/9999
488540,Breannda,Maquelin,Senior Staff,4/12/1996,1/1/9999
488619,Georgy,Bennis,Engineer,4/11/1998,1/1/9999
488414,Changho,Gaughan,Engineer,6/21/1987,7/13/1991
488632,Irena,Baalen,Staff,11/22/1999,2/10/2001
488693,Jiong,Zultner,Senior Engineer,3/10/1993,1/1/9999
488788,Wuxu,Garigliano,Staff,9/21/1990,1/1/9999
488788,Wuxu,Garigliano,Senior Staff,9/21/1990,1/1/9999
488707,Mihalis,Remmers,Staff,3/1/1990,1/1/9999
488707,Mihalis,Remmers,Senior Staff,3/1/1990,1/1/9999
488752,Nimmagadda,Baja,Staff,2/9/1994,1/1/9999
488752,Nimmagadda,Baja,Senior Staff,2/9/1994,1/1/9999
489465,Bogdan,Pepe,Engineer,2/15/1995,11/6/1998
488984,Kendra,Junet,Staff,2/28/1986,11/12/1992
488984,Kendra,Junet,Senior Staff,2/28/1986,11/12/1992
488984,Kendra,Junet,Staff,11/12/1992,1/1/9999
488984,Kendra,Junet,Senior Staff,11/12/1992,1/1/9999
489928,Satoru,Janetzko,Assistant Engineer,7/26/1997,1/1/9999
489755,Matk,Chorvat,Staff,12/30/1994,12/4/1999
489755,Matk,Chorvat,Senior Staff,12/30/1994,12/4/1999
489755,Matk,Chorvat,Staff,12/4/1999,1/1/9999
489755,Matk,Chorvat,Senior Staff,12/4/1999,1/1/9999
489756,Kersti,Miculan,Staff,6/9/1992,1/1/9999
489756,Kersti,Miculan,Senior Staff,6/9/1992,1/1/9999
490720,Younwoo,Samarati,Senior Engineer,8/19/1996,5/18/2002
490240,Kazunori,Orlowska,Staff,6/18/1996,10/26/2000
490551,Lalit,Lindqvist,Engineer,11/7/1998,1/1/9999
490557,Luise,Vigier,Senior Engineer,7/1/1994,1/1/9999
490557,Luise,Vigier,Engineer,7/1/1994,1/1/9999
490568,Zita,Reistad,Senior Engineer,7/23/1998,1/1/9999
490720,Younwoo,Samarati,Senior Engineer,5/18/2002,1/1/9999
491478,Gill,Varman,Staff,6/18/1988,1/1/9999
491079,Kwangsub,Keirsey,Senior Engineer,2/4/1992,1/1/9999
491162,Panayotis,Hempstead,Senior Engineer,8/29/1994,1/1/9999
491478,Gill,Varman,Senior Staff,6/18/1988,1/1/9999
491494,Saniya,Broomell,Staff,8/4/1992,9/2/1997
491596,Charmane,Pargas,Senior Engineer,8/3/1992,1/1/9999
491632,Gadiel,Perly,Staff,10/20/1986,1/1/9999
491632,Gadiel,Perly,Senior Staff,10/20/1986,1/1/9999
491596,Charmane,Pargas,Engineer,8/3/1992,1/1/9999
491596,Charmane,Pargas,Senior Engineer,7/29/1988,8/3/1992
491596,Charmane,Pargas,Engineer,7/29/1988,8/3/1992
492052,Udo,Ratnakar,Staff,11/30/1999,1/1/9999
492639,Sanjoy,Porenta,Engineer,7/10/1997,1/1/9999
492000,Valeska,Cools,Staff,12/16/1993,1/1/9999
492000,Valeska,Cools,Senior Staff,12/16/1993,1/1/9999
492217,Heekeun,Verhaegen,Senior Engineer,9/28/1991,1/1/9999
492677,Goetz,McAffer,Senior Engineer,2/5/1988,1/1/9999
492677,Goetz,McAffer,Engineer,2/5/1988,1/1/9999
493278,Shaleah,Pileggi,Engineer,2/10/1999,10/30/1999
493031,Hironoby,Jakobus,Staff,7/30/1991,1/1/9999
493031,Hironoby,Jakobus,Senior Staff,7/30/1991,1/1/9999
493048,Muzhong,Berztiss,Staff,1/23/1995,1/1/9999
493048,Muzhong,Berztiss,Senior Staff,1/23/1995,1/1/9999
493096,Sachem,Msuda,Engineer,4/7/1995,1/1/9999
493744,Leni,Kropatsch,Senior Engineer,7/17/1997,1/1/9999
494019,Morrie,Iisaku,Staff,5/6/1991,1/1/9999
494019,Morrie,Iisaku,Senior Staff,5/6/1991,1/1/9999
494088,Phule,Dahlbom,Senior Engineer,2/6/1989,1/1/9999
494088,Phule,Dahlbom,Engineer,2/6/1989,1/1/9999
494493,Masasuke,Koprowski,Staff,11/20/1996,1/1/9999
495969,Geoffrey,Panienski,Senior Engineer,11/28/1988,6/7/1998
494978,Bezalel,Himler,Staff,7/9/1999,6/12/2002
494995,Yongmao,Pouyioutas,Staff,8/24/1989,1/1/9999
494995,Yongmao,Pouyioutas,Senior Staff,8/24/1989,1/1/9999
495969,Geoffrey,Panienski,Engineer,11/28/1988,6/7/1998
496970,Giordano,Maquelin,Senior Engineer,12/31/1999,1/1/9999
496100,Pranjal,Reinhard,Staff,5/8/1995,1/1/9999
497007,Oldrich,Adachi,Senior Engineer,4/3/1997,8/9/1998
497007,Oldrich,Adachi,Engineer,4/3/1997,8/9/1998
497007,Oldrich,Adachi,Senior Engineer,8/9/1998,1/1/9999
497007,Oldrich,Adachi,Engineer,8/9/1998,1/1/9999
496978,Danco,Debuse,Staff,9/10/1993,1/1/9999
496978,Danco,Debuse,Senior Staff,9/10/1993,1/1/9999
497174,Sanjiv,Bressoud,Senior Engineer,4/27/1993,1/1/9999
497174,Sanjiv,Bressoud,Engineer,4/27/1993,1/1/9999
497835,Shuho,Laurillard,Technique Leader,10/6/1999,1/1/9999
497340,Fayez,Keohane,Senior Staff,9/19/1990,1/1/9999
497391,Paris,Lieblein,Engineer,5/19/1999,1/1/9999
497409,Reinhard,Erde,Engineer,12/4/1992,3/13/1996
497660,Gritta,Petereit,Senior Engineer,4/6/1985,9/5/1994
498337,Naraig,Docker,Staff,5/17/1997,1/1/9999
498185,Caolyn,Marciano,Senior Engineer,6/6/1999,1/1/9999
498635,Florian,Pezzoli,Staff,7/22/1988,1/1/9999
498456,Geraldo,Gerteisen,Staff,6/5/1987,1/1/9999
498456,Geraldo,Gerteisen,Senior Staff,6/5/1987,1/1/9999
498635,Florian,Pezzoli,Senior Staff,7/22/1988,1/1/9999
498955,Nechama,Kandlur,Senior Engineer,1/16/1995,1/1/9999
498838,Sanjay,Ciolek,Staff,12/13/1989,1/1/9999
498838,Sanjay,Ciolek,Senior Staff,12/13/1989,1/1/9999
498845,Arumugam,Pelc,Senior Engineer,11/13/1999,1/1/9999
498955,Nechama,Kandlur,Engineer,1/16/1995,1/1/9999
499160,Urs,Rande,Staff,1/25/1990,3/1/1991
499194,Padma,Delgrange,Senior Staff,1/2/1998,8/27/1999
499194,Padma,Delgrange,Senior Staff,8/27/1999,1/1/9999
499260,Danae,Honglei,Engineer,9/14/1998,1/1/9999
499495,Baoqiu,Kakkar,Engineer,8/30/1999,1/1/9999
